"NOMBRE"	"CALLE.Y.NUMERO"	"LOCALIDAD"	"MUNICIPIO"	"LAT_HITS"	"LNG_HITS"
"GONZALO CAMARA ZAVALA"	""	"SAN RAFAEL"	"MAXCANU"	"20.7042787407737"	"-90.1578992024221"
"PLUTARCO ELIAS CALLES"	""	"SANTO DOMINGO"	"MAXCANU"	"20.6013599726475"	"-90.111392406179"
"IGNACIO LOPEZ RAYON"	""	"CHALMUCH"	"MERIDA"	"20.9719629609017"	"-89.7288212793561"
"PREESCOLAR COMUNITARIO"	""	"DZIDZILCHE"	"MERIDA"	"21.1479535391016"	"-89.6902077759643"
"PREESCOLAR COMUNITARIO"	""	"KIKTEIL"	"MERIDA"	"21.13118350304"	"-89.6909352041935"
"MIRIAM SALDIVAR RICALDE"	""	"KOMCHEN"	"MERIDA"	"21.1013036562262"	"-89.6663856188472"
"MANUEL ANTONIO AY"	""	"TAHDZIBICHEN"	"MERIDA"	"20.4451307498903"	"-88.8318886215736"
"PREESCOLAR COMUNITARIO"	""	"XMATKUIL"	"MERIDA"	"20.8643605540513"	"-89.6264410191876"
"NARCISO SOUZA NOVELO"	""	"YAXNIC"	"MERIDA"	"20.7915696760504"	"-89.6195152402403"
"K'AB PAAL (MANOS DE NIÑO)"	""	"TAMANCHE"	"MERIDA"	"21.1373303311958"	"-89.636636963479"
"LORENZO DE ZAVALA"	""	"ONCAN"	"MERIDA"	"20.9643972842421"	"-89.4809347179683"
"PREESCOLAR COMUNITARIO"	""	"HUNXECTAMAN"	"MERIDA"	"20.9068864543905"	"-89.7389161886663"
"SOR JUANA INES DE LA CRUZ"	""	"MERIDA"	"MERIDA"	"21.0052578951441"	"-89.573058700492"
"PRIMARIA IBERO"	""	"MERIDA"	"MERIDA"	"21.0031303767396"	"-89.6543948006221"
"VICENTE GUERRERO"	""	"CHALMUCH"	"MERIDA"	"20.9691568785685"	"-89.7273373118966"
"IGNACIO ALLENDE"	""	"DZIDZILCHE"	"MERIDA"	"21.1540253490098"	"-89.6895460169544"
"BENITO JUAREZ GARCIA"	""	"KIKTEIL"	"MERIDA"	"21.1301603498463"	"-89.691283787452"
"FRANCISCO J. MUJICA"	""	"SANTA CRUZ PALOMEQUE"	"MERIDA"	"20.880696871044"	"-89.6523691253062"
"MIGUEL HIDALGO Y COSTILLA"	""	"TAHDZIBICHEN"	"MERIDA"	"20.44493663611"	"-88.8290064433422"
"MELCHOR OCAMPO"	""	"YAXNIC"	"MERIDA"	"20.7918743766488"	"-89.6197799303467"
"20 DE NOVIEMBRE"	""	"ONCAN"	"MERIDA"	"20.9669284701994"	"-89.4852226653382"
"PRIMARIA COMUNITARIA"	""	"HUNXECTAMAN"	"MERIDA"	"20.9060346164285"	"-89.7376562068167"
"FABIO ESPINOSA GRANADOS"	""	"CHALMUCH"	"MERIDA"	"20.9740213065521"	"-89.7303964260719"
"LEANDRO VALLE"	""	"SAN PEDRO CHIMAY"	"MERIDA"	"20.8687392645886"	"-89.5826167447043"
"MANUEL AMABILIS"	""	"XCANATUN"	"MERIDA"	"21.0792765045174"	"-89.6301953348556"
"PREESCOLAR COMUNITARIO"	""	"TEKAT"	"MOCOCHA"	"21.0985228305042"	"-89.47514395548"
"PREESCOLAR COMUNITARIO"	""	"TOO"	"MOCOCHA"	"21.1398088958022"	"-89.4521309948657"
"NIÑO ARTILLERO"	""	"TEKAT"	"MOCOCHA"	"21.0962758497258"	"-89.4709306802952"
"5 DE MAYO"	""	"TOO"	"MOCOCHA"	"21.1440196302319"	"-89.4560695395415"
"MUNCH'KAANBAL"	""	"TIMUL"	"MOTUL"	"21.192808431868"	"-89.3937846404866"
"ALFREDO NOBEL"	""	"SACAPUC"	"MOTUL"	"21.1633683287451"	"-89.3531815065546"
"PREESCOLAR COMUNITARIO"	""	"KOPTE"	"MOTUL"	"21.0535902493406"	"-89.2291339458312"
"X-CH'EL"	""	"MESATUNICH"	"MOTUL"	"21.0775904312056"	"-89.2047785933526"
"SAK-NIKTE"	""	"KAXATAH"	"MOTUL"	"21.0933392287466"	"-89.255568284245"
"CARMEN SERDAN ALATRISTE"	""	"TANYA"	"MOTUL"	"21.1124983786721"	"-89.2531062166454"
"PREESCOLAR COMUNITARIO"	""	"KANCABAL"	"MOTUL"	"21.1123855442925"	"-89.2584360279006"
"PREESCOLAR COMUNITARIO"	""	"DZUNUNCAN"	"MOTUL"	"20.8600658281151"	"-89.6545415684883"
"SALVADOR ALVARADO"	""	"TIMUL"	"MOTUL"	"21.1929542185555"	"-89.3897766149761"
"JOAQUIN PATRON PENICHE"	""	"SACAPUC"	"MOTUL"	"21.1664820230692"	"-89.3606902265858"
"JOSE MARIA ITURRALDE TRACONIS"	""	"KOPTE"	"MOTUL"	"21.0538126544633"	"-89.2313045212996"
"JOSE MARIA ITURRALDE TRACONIS"	""	"TANYA"	"MOTUL"	"21.1092339536994"	"-89.2539704942219"
"JOSE VASCONCELOS"	""	"SACAPUC"	"MOTUL"	"21.1659911885476"	"-89.3555960647733"
"JOSE DE LA LUZ MENA Y ALCOCER"	""	"KOPTE"	"MOTUL"	"21.0585457772107"	"-89.2316710954048"
"SALVADOR DIAZ MIRON"	""	"MESATUNICH"	"MOTUL"	"21.0752856973549"	"-89.2045510281481"
"RAFAEL RAMIREZ CASTAÑEDA"	""	"TANYA"	"MOTUL"	"21.109065626881"	"-89.2465300274026"
"ESCUELA COMUNITARIA CONAFE"	""	"SAN JOSE TIPCEH"	"MUNA"	"20.4632400754512"	"-89.6742393921396"
"JOSE MONTES DE OCA"	""	"MUNA"	"MUNA"	"20.4913161615366"	"-89.7186667297125"
"HERMENEGILDO GALEANA"	""	"SAN JOSE TIPCEH"	"MUNA"	"20.4620920512881"	"-89.6685572920751"
"EMILIANO ZAPATA"	""	"OPICHEN"	"OPICHEN"	"20.5577534316658"	"-89.8560462521837"
"JAIME NUNO"	""	"CALCEHTOK"	"OPICHEN"	"20.5703221669933"	"-89.9101858830489"
"LAZARO CARDENAS DEL RIO"	""	"CALCEHTOK"	"OPICHEN"	"20.5707020012168"	"-89.9107510218387"
"PREESCOLAR COMUNITARIO"	""	"EMILIANO ZAPATA"	"OXKUTZCAB"	"20.2248691876639"	"-89.4668606155115"
"PONCIANO ARRIAGA"	""	"XOHUAYAN"	"OXKUTZCAB"	"20.1893962706078"	"-89.3810146495535"
"CUAUHTEMOC"	""	"XUL"	"OXKUTZCAB"	"20.1020791869175"	"-89.4646812038517"
"NETZAHUALCOYOTL"	""	"YAXHACHEN"	"OXKUTZCAB"	"20.0483063800797"	"-89.5642002146074"
"ANDRES QUINTANA ROO"	""	"XOHUAYAN"	"OXKUTZCAB"	"20.1883098372325"	"-89.3851407209487"
"MANUEL ALCALA MARTIN"	""	"XUL"	"OXKUTZCAB"	"20.1025781499931"	"-89.4625589351313"
"JUSTO SIERRA MENDEZ"	""	"YAXHACHEN"	"OXKUTZCAB"	"20.0521133748646"	"-89.5600566055276"
"SALVADOR NOVO"	""	"XOHUAYAN"	"OXKUTZCAB"	"20.1892142052958"	"-89.3801702991996"
"IGNACIO ALLENDE"	""	"YAXHACHEN"	"OXKUTZCAB"	"20.0485960041816"	"-89.566932621525"
"AQUILES SERDAN"	""	"LOCHE"	"PANABA"	"21.3848184075534"	"-88.1441685281173"
"CECILIO CHI"	""	"CENOTE YALSIHON BUENA FE"	"PANABA"	"21.4097334114752"	"-88.5041435795491"
"PREESCOLAR COMUNITARIO"	""	"SAN FRANCISCO"	"PANABA"	"21.3935154757548"	"-88.3297758724347"
"EMILIANO ZAPATA"	""	"CENOTE YALSIHON BUENA FE"	"PANABA"	"21.4056447966773"	"-88.5049006343252"
"CUITLAHUAC"	""	"PAPACAL"	"PETO"	"20.1535395446608"	"-88.8161840567887"
"BENITO JUAREZ GARCIA"	""	"TEMOZON"	"PETO"	"20.8045354071834"	"-88.1991287706837"
"ANASTASIO BUSTAMANTE"	""	"TIXHUALATUN"	"PETO"	"20.1791418504594"	"-88.8876386414414"
"ADOLFO LOPEZ MATEOS"	""	"XOY"	"PETO"	"20.1212740480031"	"-88.9678927957623"
"ESCUELA COMUNITARIA CONAFE"	""	"JUSTICIA SOCIAL"	"PETO"	"19.9359992383848"	"-88.8616943320337"
"PREESCOLAR INDIGENA PAEPI"	""	"SAN FRANCISCO"	"PETO"	"21.3938708878682"	"-88.3298584385166"
"IGNACIO ZARAGOZA"	""	"PAPACAL"	"PETO"	"20.1553825362995"	"-88.8188216144701"
"JUAN ALDAMA"	""	"PROGRESITO"	"PETO"	"20.0905402761427"	"-88.8494970860551"
"LEOPOLDO AGUILAR ROCA"	""	"TEMOZON"	"PETO"	"20.8040929159382"	"-88.2079215071557"
"FERNANDO XIMELLO"	""	"TIXHUALATUN"	"PETO"	"20.1792116065728"	"-88.8882029764082"
"MANUEL ANTONIO AY"	""	"PAPACAL"	"PETO"	"20.1533093318369"	"-88.8157866549144"
"TELESECUNDARIA NUM. 126"	""	"PROGRESITO"	"PETO"	"20.0905184969228"	"-88.851697076905"
"MANUEL ALCALA MARTIN"	""	"TIXHUALATUN"	"PETO"	"20.1814280615024"	"-88.8875057968416"
"RUFINO CHI CANUL"	""	"XOY"	"PETO"	"20.1237093035328"	"-88.9723882430742"
"PREESCOLAR COMUNITARIO"	""	"EL PARAISO"	"PROGRESO"	"21.1903811283926"	"-89.646635268752"
"MARGARITA MAZA DE JUAREZ"	""	"LAS COLORADAS"	"RIO LAGARTOS"	"21.6099003054667"	"-87.9940454575329"
"JARDIN COMUNITARIO"	""	"SAN ANTONIO SODZIL"	"SACALUM"	"20.5406029497409"	"-89.6046384131316"
"JUSTO SIERRA MENDEZ"	""	"SAN ANTONIO SODZIL"	"SACALUM"	"20.5367724077992"	"-89.6062758771741"
"SANTIAGO PACHECO CRUZ"	""	"SAN ANTONIO SODZIL"	"SACALUM"	"20.539657243599"	"-89.6051645564731"
"EMILIO PORTES GIL"	""	"KUCHEL"	"SAMAHIL"	"20.8495262742428"	"-89.8997401840912"
"MANUEL AVILA CAMACHO"	""	"SAN ANTONIO TEDZIDZ"	"SAMAHIL"	"20.8339493239236"	"-89.9743190141373"
"SALVADOR DIAZ MIRON"	""	"KUCHEL"	"SAMAHIL"	"20.8501966673188"	"-89.8963589148671"
"LIBERTAD"	""	"SAN ANTONIO TEDZIDZ"	"SAMAHIL"	"20.835836945338"	"-89.9759255239652"
"AQUILES SERDAN"	""	"KUCHEL"	"SAMAHIL"	"20.8492923431727"	"-89.8995080910617"
"MARIA MONTESSORI"	""	"SAN SIMON"	"SANTA ELENA"	"20.2180292675163"	"-89.810383521376"
"18 DE MARZO"	""	"SAN SIMON"	"SANTA ELENA"	"20.2163191240956"	"-89.8095098637888"
"VICENTE GUERRERO"	""	"SAN SIMON"	"SANTA ELENA"	"20.2176473533687"	"-89.8106752849515"
"PREESCOLAR COMUNITARIO"	""	"SAN BERNARDINO"	"SEYE"	"20.8934879432094"	"-89.3998853336837"
"KUKUL CAN"	""	"HOLACTUN"	"SEYE"	"20.8729237581544"	"-89.3286845461937"
"JUSTO SIERRA MENDEZ"	""	"SEYE"	"SEYE"	"20.8405993730536"	"-89.3797898800422"
"JOSE MARIA MORELOS Y PAVON"	""	"SAN BERNARDINO"	"SEYE"	"20.8953025846585"	"-89.3973333553624"
"CARLOS CASARES PEREZ"	""	"HOLACTUN"	"SEYE"	"20.8767650104271"	"-89.3298288526937"
"ESCUELA COMUNITARIA CONAFE"	""	"SAN BERNARDINO"	"SEYE"	"20.8934466217637"	"-89.3974929746997"
"AMPARO CARRILLO"	""	"HOLACTUN"	"SEYE"	"20.8736165699859"	"-89.3284582523517"
"JAIME TORRES BODET"	""	"SAN CRISANTO"	"SINANCHE"	"21.3518281757949"	"-89.1864249209051"
"BENITO JUAREZ GARCIA"	""	"SAN CRISANTO"	"SINANCHE"	"21.3526416546584"	"-89.1759329416079"
"JOSE DEMETRIO RIVERO NAVARRETE"	""	"SAN CRISANTO"	"SINANCHE"	"21.3526395481842"	"-89.1863858080884"
"CECILIO CHI"	""	"TABI"	"SOTUTA"	"20.598909890214"	"-88.8985607111043"
"MARIA MONTESSORI"	""	"TIBOLON"	"SOTUTA"	"20.6635959456409"	"-88.9405139704165"
"YAM BEH"	""	"ZAVALA"	"SOTUTA"	"20.6083751130061"	"-89.1135152222976"
"JOSE MARIA MORELOS Y PAVON"	""	"TABI"	"SOTUTA"	"20.6011540804446"	"-88.8974556329088"
"LORENZO DE ZAVALA"	""	"ZAVALA"	"SOTUTA"	"20.6083916778166"	"-89.1119617038129"
"PREESCOLAR INDIGENA PAEPI"	""	"TAHDZIU"	"TAHDZIU"	"20.2006343177469"	"-88.9386843922112"
"LEONA VICARIO"	""	"TIMUL"	"TAHDZIU"	"21.1955188456735"	"-89.3873917717405"
"JUANA DE ASBAJE"	""	"TAHDZIU"	"TAHDZIU"	"20.2056271284997"	"-88.9446361625699"
"MIGUEL HIDALGO Y COSTILLA"	""	"TIMUL"	"TAHDZIU"	"21.1924457628893"	"-89.3949298788934"
"ESCUELA TELESECUNDARIA"	""	"TIMUL"	"TAHDZIU"	"21.1912332616974"	"-89.3891092292879"
"PREESCOLAR COMUNITARIO"	""	"CHINKILA"	"TECOH"	"20.6950574481855"	"-89.3923499799564"
"GUILLERMO PRIETO"	""	"ITZINCAB"	"TECOH"	"20.752388024557"	"-89.5588998449121"
"JACINTO CANEK"	""	"LEPAN"	"TECOH"	"20.7115054373729"	"-89.502162093602"
"FRANCISCO I. MADERO"	""	"PIXYA"	"TECOH"	"20.6423462405604"	"-89.4163565533926"
"PREESCOLAR COMUNITARIO"	""	"SABACCHE"	"TECOH"	"20.3136987098336"	"-89.0256559912445"
"PREESCOLAR COMUNITARIO"	""	"SOTUTA DE PEON"	"TECOH"	"20.7429605006071"	"-89.5768231781726"
"LOL TUN"	""	"X-KANCHAKAN"	"TECOH"	"20.6245540364424"	"-89.4996925204579"
"PATRIA"	""	"CHINKILA"	"TECOH"	"20.6962878843637"	"-89.3941911041005"
"SALVADOR ALVARADO"	""	"ITZINCAB"	"TECOH"	"20.7527679567048"	"-89.5603936710615"
"ELOISA GUEMEZ DE E"	""	"LEPAN"	"TECOH"	"20.7145185836814"	"-89.497626197018"
"HEROES DE MEXICO"	""	"PIXYA"	"TECOH"	"20.6441654988654"	"-89.413044943108"
"EMILIANO ZAPATA"	""	"X-KANCHAKAN"	"TECOH"	"20.6242517824556"	"-89.4983855712744"
"VICENTE SOLIS CAMARA"	""	"X-KANCHAKAN"	"TECOH"	"20.6266533974499"	"-89.505894600248"
"SECUNDARIA COMUNITARIA"	""	"CHINKILA"	"TECOH"	"20.6953782283667"	"-89.3889505386979"
"MAYAPAN"	""	"LEPAN"	"TECOH"	"20.7152111983096"	"-89.4934887095877"
"JUAN GARCIA PONCE"	""	"PIXYA"	"TECOH"	"20.6436420290243"	"-89.412757027306"
"FRANCISCO I. MADERO"	""	"X-KANCHAKAN"	"TECOH"	"20.6245986895913"	"-89.5036542707772"
"ESCUELA COMUNITARIA CONAFE"	""	"TIXKOCHOH"	"TEKANTO"	"21.0137124512917"	"-89.0841144021438"
"SALVADOR ALVARADO"	""	"MANUEL CEPEDA PERAZA"	"TEKAX"	"21.2326066673564"	"-87.6521506374739"
"FRANCISCO I. MADERO"	""	"KANCAB"	"TEKAX"	"20.1989695697368"	"-89.3459539334796"
"ADOLFO RUIZ CORTINEZ"	""	"KINIL"	"TEKAX"	"20.3251955304116"	"-89.1295272733719"
"IGNACIO ZARAGOZA"	""	"PENCUYUT"	"TEKAX"	"20.2926303891142"	"-89.2858293536902"
"VICENTE GUERRERO"	""	"XAYA"	"TEKAX"	"20.2961142095804"	"-89.1867544043517"
"PREESCOLAR INDIGENA PAEPI"	""	"POCOBOCH"	"TEKAX"	"20.9738552899949"	"-88.1150487861342"
"5 DE MAYO"	""	"BENITO JUAREZ"	"TEKAX"	"19.9201054553481"	"-89.4977369462077"
"IGNACIO LOPEZ RAYON"	""	"HUNTOCHAC"	"TEKAX"	"19.8069132124623"	"-89.5005118501376"
"DANIEL AYALA PEREZ"	""	"KANTEMO"	"TEKAX"	"20.0011288552086"	"-89.307118843669"
"NIÑOS HEROES"	""	"BECANCHEN"	"TEKAX"	"19.8735537773199"	"-89.2165329802293"
"FELIPE CARRILLO PUERTO"	""	"BECANCHEN"	"TEKAX"	"19.8779023254086"	"-89.2168111770318"
"ANTONIO GRANADOS MALDONADO"	""	"CANEK"	"TEKAX"	"20.1992583017296"	"-89.3274427097328"
"ARTEMIO ALPIZAR RUZ"	""	"MANUEL CEPEDA PERAZA"	"TEKAX"	"21.2299658669545"	"-87.6571943794084"
"ENRIQUE AVILA VASQUEZ"	""	"KANCAB"	"TEKAX"	"20.2008853996772"	"-89.3458694409931"
"JOSE MA LUIS MORA"	""	"KINIL"	"TEKAX"	"20.3214229434095"	"-89.1361476126279"
"JULIAN M CASTILLO"	""	"PENCUYUT"	"TEKAX"	"20.2950972370249"	"-89.2915489957301"
"ARTURO ESCALANTE GALERA"	""	"TICUM"	"TEKAX"	"20.148984052212"	"-89.2149357404652"
"PRIMARIA INDIGENA PAEPI"	""	"POCOBOCH"	"TEKAX"	"20.9748353545269"	"-88.1135414214389"
"IGNACIO ZARAGOZA"	""	"HUNTOCHAC"	"TEKAX"	"19.8074703552699"	"-89.499454837162"
"LAZARO CARDENAS DEL RIO"	""	"KANTEMO"	"TEKAX"	"19.9996966793833"	"-89.3082060768024"
"NACHI-COCOM"	""	"BECANCHEN"	"TEKAX"	"19.8722886139805"	"-89.2172327062013"
"FERNANDO MONTES DE OCA RODRIGUEZ"	""	"MANUEL CEPEDA PERAZA"	"TEKAX"	"21.2315961095992"	"-87.656002090737"
"JOSE PEON CONTRERAS"	""	"XAYA"	"TEKAX"	"20.2943353104882"	"-89.1837262144517"
"FRANCISCO MARQUEZ"	""	"BENITO JUAREZ"	"TEKAX"	"19.9182312351459"	"-89.4994202758872"
"ELIGIO MARIA ANCONA Y CASTILLO"	""	"HUNTOCHAC"	"TEKAX"	"19.8051611668772"	"-89.4984466308359"
"ANTONIO CANTO LOPEZ"	""	"KANTEMO"	"TEKAX"	"19.9972647646556"	"-89.3098820869876"
"EL NIÑO MAYA"	""	"TEKOM"	"TEKOM"	"20.599010809452"	"-88.2633114557976"
"GUILLERMO PRIETO"	""	"TEKOM"	"TEKOM"	"20.6024556139958"	"-88.2651072908167"
"PREESCOLAR COMUNITARIO"	""	"CHENCHE DE LAS TORRES"	"TEMAX"	"21.130897348549"	"-88.9848040813217"
"PREESCOLAR COMUNITARIO"	""	"SAN ANTONIO CAMARA"	"TEMAX"	"21.1800526941832"	"-88.8598975524033"
"12 DE OCTUBRE"	""	"CHENCHE DE LAS TORRES"	"TEMAX"	"21.1287180795247"	"-88.9845711327461"
"EMILIANO ZAPATA"	""	"SAN ANTONIO CAMARA"	"TEMAX"	"21.1795672498602"	"-88.8597124850411"
"JUAN FRANCISCO MOLINA SOLIS"	""	"DZALBAY"	"TEMOZON"	"20.8343434682427"	"-88.0498519014707"
"LAZARO CARDENAS DEL RIO"	""	"NAHBALAM"	"TEMOZON"	"20.9336324454212"	"-88.0042136583589"
"JUAN PIO PEREZ"	""	"SANTA RITA"	"TEMOZON"	"20.8631772231195"	"-88.1490299286546"
"ESCUELA COMUNITARIA CONAFE"	""	"EKBALAM"	"TEMOZON"	"20.8944776858021"	"-88.1452037486318"
"5 DE FEBRERO"	""	"YOKDZONOT PRESENTADO"	"TEMOZON"	"20.9408493924515"	"-87.8623223967217"
"EMILIANO ZAPATA"	""	"DZALBAY"	"TEMOZON"	"20.8347395657295"	"-88.051281834659"
"RITA CETINA GUTIERREZ"	""	"HUNUKU"	"TEMOZON"	"20.8495807085725"	"-88.0868059415589"
"LAZARO CARDENAS DEL RIO"	""	"NAHBALAM"	"TEMOZON"	"20.9374857918405"	"-88.0083661810965"
"ESTADO DE CAMPECHE"	""	"SANTA RITA"	"TEMOZON"	"20.8625121727807"	"-88.1451859812393"
"VICENTE GUERRERO"	""	"X'TUT"	"TEMOZON"	"20.8679098079029"	"-87.9655985556378"
"ADOLFO LOPEZ MATEOS"	""	"EKBALAM"	"TEMOZON"	"20.893247482844"	"-88.1449819406275"
"5 DE FEBRERO"	""	"YOKDZONOT PRESENTADO"	"TEMOZON"	"20.9387987712272"	"-87.8620250838561"
"ALFONSO REYES"	""	"DZALBAY"	"TEMOZON"	"20.8352198463527"	"-88.0531148817961"
"JOSE VASCONCELOS"	""	"NAHBALAM"	"TEMOZON"	"20.9379828729026"	"-88.014078910155"
"FRIDA KAHLO"	""	"SANTA RITA"	"TEMOZON"	"20.8637334783871"	"-88.1463565305974"
"JOSE DE LA LUZ MENA Y ALCOCER"	""	"YOKDZONOT PRESENTADO"	"TEMOZON"	"20.9424664084579"	"-87.8630227630217"
"20 DE NOVIEMBRE"	""	"NOHUAYUN"	"TETIZ"	"20.9735256424032"	"-89.9668232332958"
"SERAPIO RENDON"	""	"NOHUAYUN"	"TETIZ"	"20.9750324054656"	"-89.9657894272433"
"U WAYAK'MEJEN PALAL"	""	"TICUL"	"TICUL"	"20.4002120180112"	"-89.5299271097982"
"FEDERICO FROEBEL"	""	"TEKIK DE REGIL"	"TIMUCUY"	"20.8156970598252"	"-89.5653844283831"
"PREESCOLAR INDIGENA PAEPI"	""	"SAN FELIPE"	"TINUM"	"21.5631270294222"	"-88.2325835712954"
"PRIMARIA INDIGENA PAEPI"	""	"SAN FELIPE"	"TINUM"	"21.5651997107399"	"-88.2317750019338"
"ENRIQUE PESTALOZZI"	""	"X-CALAKOOP"	"TINUM"	"20.6535749000074"	"-88.5289975508698"
"CECILIO CHI"	""	"TIXCACALCUPUL"	"TIXCACALCUPUL"	"20.5407513405952"	"-88.2741376517949"
"ATILANO ALBERTOS"	""	"EKPEDZ"	"TIXCACALCUPUL"	"20.3170208540962"	"-88.4278892588934"
"5 DE MAYO"	""	"MAHAS"	"TIXCACALCUPUL"	"20.3128655976369"	"-88.3306905388992"
"20 DE NOVIEMBRE"	""	"POOP"	"TIXCACALCUPUL"	"20.3299580676077"	"-88.4030296093275"
"REVOLUCION"	""	"X-TOHBIL"	"TIXCACALCUPUL"	"20.3037303304019"	"-88.2665397779035"
"MIGUEL HIDALGO Y COSTILLA"	""	"SAN JOSE"	"TIXCACALCUPUL"	"20.3535482161161"	"-88.4141848410651"
"ATILANO ALBERTOS"	""	"EKPEDZ"	"TIXCACALCUPUL"	"20.3171311786619"	"-88.4281188964028"
"GREGORIO TORRES QUINTERO"	""	"MAHAS"	"TIXCACALCUPUL"	"20.3098307599064"	"-88.3316083476794"
"ESCUADRON 201"	""	"POOP"	"TIXCACALCUPUL"	"20.3298023239847"	"-88.4004753683463"
"JESUS GARCIA"	""	"X-TOHBIL"	"TIXCACALCUPUL"	"20.3028150159795"	"-88.2661908999703"
"MIGUEL HIDALGO Y COSTILLA"	""	"SAN JOSE"	"TIXCACALCUPUL"	"20.3548003910009"	"-88.4139741224958"
"JUANA DE ASBAJE"	""	"EKPEDZ"	"TIXCACALCUPUL"	"20.3167774769284"	"-88.4261181141675"
"SECUNDARIA COMUNITARIA"	""	"X-TOHBIL"	"TIXCACALCUPUL"	"20.3013778701232"	"-88.2688878200776"
"ADOLFO LOPEZ MATEOS"	""	"SAN JOSE"	"TIXCACALCUPUL"	"20.3555473276721"	"-88.4141434605285"
"PREESCOLAR COMUNITARIO"	""	"SAN ANTONIO MILLET"	"TIXKOKOB"	"20.9739771462892"	"-89.3997934628948"
"PREESCOLAR COMUNITARIO"	""	"RUINAS DE AKE"	"TIXKOKOB"	"20.9481424122962"	"-89.3004110372029"
"MARTIRES DE CHICAGO"	""	"RUINAS DE AKE"	"TIXKOKOB"	"20.9522760034081"	"-89.301506441439"
"VASCO DE QUIROGA"	""	"TIXMEHUAC"	"TIXMEHUAC"	"20.2370525146641"	"-89.1024763324726"
"CUAUHTEMOC"	""	"KIMBILA"	"TIXMEHUAC"	"20.2984537804697"	"-89.0852970023365"
"JOSE MARIA PINO SUAREZ"	""	"SABACCHE"	"TIXMEHUAC"	"20.3144998754181"	"-89.0254027109868"
"JULIO DE LA FUENTE"	""	"TIXMEHUAC"	"TIXMEHUAC"	"20.2345847428643"	"-89.1156265637266"
"TIBURCIO FLOTA PEREZ"	""	"KIMBILA"	"TIXMEHUAC"	"20.2930573774949"	"-89.0860207040121"
"ALBINO J LOPE"	""	"SABACCHE"	"TIXMEHUAC"	"20.3147595063263"	"-89.0300217922162"
"BEATRIZ PENICHE BARRERA"	""	"KIMBILA"	"TIXMEHUAC"	"20.2966829555043"	"-89.0850719622553"
"VICTOR MANUEL CERVERA PACHECO"	""	"SABACCHE"	"TIXMEHUAC"	"20.3188040112765"	"-89.0274119460234"
"PRIMAVERA"	""	"CHOCHOH"	"TIXPEHUAL"	"20.9946102650295"	"-89.4651863842375"
"MARIA MONTESSORI"	""	"SAHE"	"TIXPEHUAL"	"20.9223156943618"	"-89.4626599057807"
"18 DE MARZO"	""	"CHOCHOH"	"TIXPEHUAL"	"20.9946474637119"	"-89.4683819856152"
"5 DE FEBRERO"	""	"SAHE"	"TIXPEHUAL"	"20.9245924756107"	"-89.4617155748718"
"ALFREDO MEDINA VIDIELLA"	""	"COLONIA YUCATAN"	"TIZIMIN"	"21.2104697457784"	"-87.7238204348057"
"JUAN DE LA BARRERA"	""	"EL CUYO"	"TIZIMIN"	"21.5170838567011"	"-87.673626634396"
"FELIPE CARRILLO PUERTO"	""	"DZONOT CARRETERO"	"TIZIMIN"	"21.3985425837619"	"-87.8785767598895"
"PREESCOLAR COMUNITARIO"	""	"MOCTEZUMA"	"TIZIMIN"	"21.4097887970682"	"-87.706665667157"
"PREESCOLAR COMUNITARIO"	""	"SAN LORENZO CHIQUILA"	"TIZIMIN"	"21.0075420082089"	"-87.9003437955575"
"ESCUELA CONAFE"	""	"SANTA ELENA"	"TIZIMIN"	"20.3312690084203"	"-89.6376935226794"
"FRANCISCO I. MADERO"	""	"TIXCANCAL"	"TIZIMIN"	"21.0382278644763"	"-87.846422490458"
"PREESCOLAR COMUNITARIO"	""	"KABICHEN"	"TIZIMIN"	"21.148849610214"	"-87.9570211168728"
"LAZARO CARDENAS DEL RIO"	""	"CHAN CENOTE"	"TIZIMIN"	"20.9937455871935"	"-87.7825951156903"
"PREESCOLAR COMUNITARIO"	""	"SAN JOSE"	"TIZIMIN"	"20.3536260803236"	"-88.4133764671913"
"5 DE FEBRERO"	""	"DZONOT CARRETERO"	"TIZIMIN"	"21.4035314048274"	"-87.874958082502"
"MIGUEL HIDALGO Y COSTILLA"	""	"MANUEL CEPEDA PERAZA"	"TIZIMIN"	"21.2298055364685"	"-87.6517052931966"
"ANDRES QUINTANA ROO"	""	"MOCTEZUMA"	"TIZIMIN"	"21.4086239388664"	"-87.7053628726776"
"ADOLFO LOPEZ MATEOS"	""	"POPOLNAH"	"TIZIMIN"	"20.9984253174951"	"-87.5657715334071"
"JOSEFA ORTIZ DE DOMINGUEZ"	""	"SAN LORENZO CHIQUILA"	"TIZIMIN"	"21.0053961066127"	"-87.901323468133"
"PRIMARIA COMUNITARIA"	""	"SANTA ELENA"	"TIZIMIN"	"20.3192034797471"	"-89.6434757806891"
"CRISTOBAL COLON"	""	"SANTA MARIA"	"TIZIMIN"	"21.3549993657406"	"-87.7449779134081"
"FELIPE CARRILLO PUERTO"	""	"KABICHEN"	"TIZIMIN"	"21.1486271618859"	"-87.9597844738011"
"DAMIAN CARMONA"	""	"CHAN CENOTE"	"TIZIMIN"	"20.9935488505073"	"-87.7892350223856"
"MANUEL VARGAS AYUSO"	""	"SAN JOSE"	"TIZIMIN"	"20.351189534009"	"-88.415372454977"
